Clutter Class,Path Loss (DL) (dB),Best Server,Transmitter_X,Transmitter_Y,User_X,User_Y,Max_Power,Transmitter_Height,Transmitter_Azimuth,Transmitter_Mechanical_Downtilt,Antenna_Gain,Antenna_Horizontal_Half-power_Beamwidth,Antenna_Vertical_Half-power_Beamwidth,Frequency,Horizontal_Attenuation,Vertical_Attenuation,User_Azimuth,User_Downtilt,User_Height,RSRP,Distance_euclid
1 - open,88.18,Site3_1,595774.83,5633884.13,595744,5633897,45,15,0,2,8,65,6,3300,0.01,0.01,112.8,-39.3,1.5,-59.13,33.40846899
1 - open,127.73,Site5_2,596165.56,5633716.67,596138,5633589,49,28,120,8,8,65,6,3300,0.18,0.18,12.3,-11.4,1.5,-93.59,130.6108054
7 - dense_urban,117.23,Site4_1,596192.35,5634069.44,596217,5634186,41,18,0,2,8,65,6,3300,0.01,0.01,192.1,2.6,1.5,-83.15,119.1379709
11 - open_in_urban,115.33,Site7_2,596216.91,5633488.93,596329,5633486,45,30,120,7,8,65,6,3300,0.14,0.14,271.5,-14.3,1.5,-81.56,112.1282881
7 - dense_urban,105.75,Site7_1,596216.91,5633488.93,596247,5633596,44,15,0,6,8,65,6,3300,0.1,0.1,195.7,3.3,1.5,-72.07,111.2177729
11 - open_in_urban,111.55,Site6_2,595864.14,5633631.83,595990,5633656,48,18,120,2,8,65,6,3300,0.01,0.01,259.2,-7.3,1.5,-80.65,128.1597772
7 - dense_urban,116.18,Site2_3,595886.47,5634321.74,595656,5634201,44,20,240,5,8,65,6,3300,0.07,0.07,62.3,-2.8,1.5,-83.97,260.1817989
1 - open,114.01,Site1_2,595522.53,5634212.34,595739,5633862,43,15,146,3,8,65,6,3300,0.03,0.03,328.3,-2.2,1.5,-81.31,411.8220204
7 - dense_urban,126.01,Site8_1,595922.19,5634056.05,595858,5634447,46,22,0,2,8,65,6,3300,0.01,0.01,170.7,-1.1,1.5,-91.62,396.1846269
1 - open,98.56,Site2_2,595886.47,5634321.74,595943,5634299,43,18,120,2,8,65,6,3300,0.01,0.01,292,-30,1.5,-70.87,60.93232722
7 - dense_urban,106.16,Site2_1,595886.47,5634321.74,595871,5634408,43,14,0,4,8,65,6,3300,0.05,0.05,170.1,-10.7,1.5,-72.37,87.63622824
7 - dense_urban,110.62,Site8_1,595922.19,5634056.05,595911,5634442,46,22,0,2,8,65,6,3300,0.01,0.01,178.4,-1.4,1.5,-78.03,386.112184
19 - high_buildings,127.5,Site5_2,596165.56,5633716.67,596190,5633668,49,28,120,8,8,65,6,3300,0.18,0.18,333.9,-0.5,1.5,-95.92,54.46175263
7 - dense_urban,107.56,Site2_3,595886.47,5634321.74,595825,5634369,44,20,240,5,8,65,6,3300,0.07,0.07,127.6,-11.4,1.5,-73.33,77.53752962
1 - open,123.21,Site1_2,595522.53,5634212.34,595483,5634056,43,15,146,3,8,65,6,3300,0.03,0.03,14.4,-2,1.5,-88.37,161.2600896
1 - open,110.73,Site5_3,596165.56,5633716.67,596109,5633753,47,13,240,8,8,65,6,3300,0.18,0.18,122.3,-9.7,1.5,-82.14,67.2227826
19 - high_buildings,116.77,Site5_1,596165.56,5633716.67,596189,5633667,49,30,0,7,8,65,6,3300,0.14,0.14,335.3,-2.6,1.5,-83.36,54.92305982
12 - parks_in_urban,112.63,Site4_1,596192.35,5634069.44,596203,5634180,41,18,0,2,8,65,6,3300,0.01,0.01,185.7,-6.4,1.5,-78.98,111.071761
7 - dense_urban,105.45,Site8_2,595922.19,5634056.05,596068,5634087,49,21,120,1,8,65,6,3300,0,0,258,-5.2,1.5,-74.95,149.0585744
11 - open_in_urban,98.56,Site8_1,595922.19,5634056.05,595956,5634349,46,22,0,2,8,65,6,3300,0.01,0.01,186.6,-5.5,1.5,-64.81,294.894589
1 - open,105.03,Site5_3,596165.56,5633716.67,596162,5633683,47,13,240,8,8,65,6,3300,0.18,0.18,6.7,-9.1,1.5,-78.29,33.85768007
19 - high_buildings,118.84,Site3_3,595774.83,5633884.13,595717,5633904,49,17,240,3,8,65,6,3300,0.03,0.03,109,-14.2,1.5,-86.35,61.14839164
19 - high_buildings,116.43,Site5_1,596165.56,5633716.67,596176,5633669,49,30,0,7,8,65,6,3300,0.14,0.14,348.2,-2.9,1.5,-83.22,48.7998207
11 - open_in_urban,111.46,Site5_1,596165.56,5633716.67,596123,5633837,49,30,0,7,8,65,6,3300,0.14,0.14,160.3,-12.6,1.5,-77.01,127.6348796
1 - open,110.08,Site3_3,595774.83,5633884.13,595737,5633867,49,17,240,3,8,65,6,3300,0.03,0.03,65.9,-49.4,1.5,-88.44,41.52765103
19 - high_buildings,120.32,Site2_2,595886.47,5634321.74,596061,5634206,43,18,120,2,8,65,6,3300,0.01,0.01,303.5,-0.7,1.5,-87.16,209.4193604
7 - dense_urban,111.86,Site7_2,596216.91,5633488.93,596234,5633361,45,30,120,7,8,65,6,3300,0.14,0.14,352.4,-2,1.5,-85.08,129.0664674
11 - open_in_urban,124.41,Site7_1,596216.91,5633488.93,596146,5633605,44,15,0,6,8,65,6,3300,0.1,0.1,148.5,-5.7,1.5,-90.69,136.0164439
7 - dense_urban,120.04,Site7_1,596216.91,5633488.93,596126,5633540,44,15,0,6,8,65,6,3300,0.1,0.1,119.3,-0.3,1.5,-85.26,104.2725899
19 - high_buildings,112.51,Site3_1,595774.83,5633884.13,595770,5633923,45,15,0,2,8,65,6,3300,0.01,0.01,172.7,-12.2,1.5,-79,39.16893922
7 - dense_urban,90.3,Site6_2,595864.14,5633631.83,595886,5633645,48,18,120,2,8,65,6,3300,0.01,0.01,239.4,14.3,1.5,-63.47,25.52074646
1 - open,104.57,Site1_2,595522.53,5634212.34,595709,5633871,43,15,146,3,8,65,6,3300,0.03,0.03,331.4,-2.3,1.5,-71.01,388.9525119
7 - dense_urban,113.56,Site1_3,595522.53,5634212.34,595426,5634278,48,13,240,1,8,65,6,3300,0,0,124.2,1.7,1.5,-79.36,116.7444924
12 - parks_in_urban,117.18,Site8_3,595922.19,5634056.05,595656,5633991,43,16,240,0,8,65,6,3300,0,0,76.3,-4.5,1.5,-82.5,274.0230257
11 - open_in_urban,106.01,Site6_2,595864.14,5633631.83,595885,5633577,48,18,120,2,8,65,6,3300,0.01,0.01,339.1,-15.7,1.5,-76.59,58.66403072
0 - ?,121.94,Site7_2,596216.91,5633488.93,596335,5633453,45,30,120,7,8,65,6,3300,0.14,0.14,287,-13,1.5,-87.4,123.4350558
7 - dense_urban,92.38,Site4_1,596192.35,5634069.44,596190,5634091,41,18,0,2,8,65,6,3300,0.01,0.01,174.8,11.5,1.5,-63.07,21.68769467
19 - high_buildings,116.44,Site6_3,595864.14,5633631.83,595750,5633650,43,20,240,4,8,65,6,3300,0.05,0.05,99,9.6,1.5,-84.9,115.5771971
19 - high_buildings,130.06,Site2_3,595886.47,5634321.74,595353,5634216,44,20,240,5,8,65,6,3300,0.07,0.07,78.8,-1.2,1.5,-95.92,543.8484977
19 - high_buildings,117.27,Site5_2,596165.56,5633716.67,596156,5633661,49,28,120,8,8,65,6,3300,0.18,0.18,10.1,1.5,1.5,-83.79,56.48488736
1 - open,108.73,Site8_1,595922.19,5634056.05,595990,5634135,46,22,0,2,8,65,6,3300,0.01,0.01,220.7,-15.3,1.5,-77.63,104.073525
1 - open,100.66,Site5_2,596165.56,5633716.67,596158,5633658,49,28,120,8,8,65,6,3300,0.18,0.18,7.7,-5.3,1.5,-66.06,59.15507163
1 - open,108.47,Site1_2,595522.53,5634212.34,595496,5634096,43,15,146,3,8,65,6,3300,0.03,0.03,13.1,-7.4,1.5,-73.8,119.3265959
15 - dense_residential,130.9,Site3_1,595774.83,5633884.13,595788,5633783,45,15,0,2,8,65,6,3300,0.01,0.01,352.7,-19.7,1.5,-102.97,101.9839487
19 - high_buildings,123.78,Site8_1,595922.19,5634056.05,595990,5634197,46,22,0,2,8,65,6,3300,0.01,0.01,205.7,2,1.5,-89.43,156.4132303
12 - parks_in_urban,109.27,Site5_3,596165.56,5633716.67,596100,5633557,47,13,240,8,8,65,6,3300,0.18,0.18,22.4,2.5,1.5,-77.59,172.6053953
1 - open,106.97,Site3_3,595774.83,5633884.13,595722,5633875,49,17,240,3,8,65,6,3300,0.03,0.03,80.4,-42.1,1.5,-78.68,53.6131122
11 - open_in_urban,128.78,Site5_3,596165.56,5633716.67,595957,5633664,47,13,240,8,8,65,6,3300,0.18,0.18,75.8,-3.1,1.5,-93.83,215.1078857
19 - high_buildings,108.52,Site6_3,595864.14,5633631.83,595807,5633579,43,20,240,4,8,65,6,3300,0.05,0.05,47.1,11.3,1.5,-77.76,77.82023195
1 - open,123.2,Site8_3,595922.19,5634056.05,595748,5633910,43,16,240,0,8,65,6,3300,0,0,50,-5.7,1.5,-89.18,227.3164284
7 - dense_urban,104.53,Site1_2,595522.53,5634212.34,595603,5634103,43,15,146,3,8,65,6,3300,0.03,0.03,323.7,1.1,1.5,-72.26,135.759554
1 - open,112.75,Site4_3,596192.35,5634069.44,596155,5634015,43,10,240,4,8,65,6,3300,0.05,0.05,34.4,-7.4,1.5,-78.36,66.02072478
1 - open,116.43,Site8_3,595922.19,5634056.05,595791,5633897,43,16,240,0,8,65,6,3300,0,0,39.5,2.9,1.5,-81.6,206.1740008
19 - high_buildings,109.54,Site5_2,596165.56,5633716.67,596162,5633694,49,28,120,8,8,65,6,3300,0.18,0.18,9.9,-48.6,1.5,-81.64,22.94782125
11 - open_in_urban,110.88,Site6_1,595864.14,5633631.83,595902,5633688,43,14,0,9,8,65,6,3300,0.23,0.23,214.2,-10.5,1.5,-77.64,67.73808751
19 - high_buildings,103.01,Site3_1,595774.83,5633884.13,595729,5633943,45,15,0,2,8,65,6,3300,0.01,0.01,142.1,-13.2,1.5,-69.95,74.6060708
15 - dense_residential,116.16,Site7_1,596216.91,5633488.93,596275,5633598,44,15,0,6,8,65,6,3300,0.1,0.1,208,-1.6,1.5,-82.09,123.5747264
19 - high_buildings,97.99,Site5_1,596165.56,5633716.67,596149,5633765,49,30,0,7,8,65,6,3300,0.14,0.14,160.5,0.6,1.5,-63.78,51.0883793
19 - high_buildings,114.12,Site3_1,595774.83,5633884.13,595742,5633966,45,15,0,2,8,65,6,3300,0.01,0.01,158.1,-13.1,1.5,-79.99,88.20717545
11 - open_in_urban,95.77,Site2_3,595886.47,5634321.74,595836,5634309,44,20,240,5,8,65,6,3300,0.07,0.07,75.4,-36,1.5,-68.3,52.05313151
7 - dense_urban,129.25,Site5_1,596165.56,5633716.67,596191,5633655,49,30,0,7,8,65,6,3300,0.14,0.14,338,-3,1.5,-95.79,66.71118722
12 - parks_in_urban,91.91,Site8_1,595922.19,5634056.05,595873,5634237,46,22,0,2,8,65,6,3300,0.01,0.01,164.9,-4.4,1.5,-57.07,187.5168222
8 - block_of_buildings,98.55,Site8_1,595922.19,5634056.05,595842,5634195,46,22,0,2,8,65,6,3300,0.01,0.01,150.1,-6.6,1.5,-64.9,160.4292324
7 - dense_urban,104.13,Site3_2,595774.83,5633884.13,595816,5633811,49,30,120,5,8,65,6,3300,0.07,0.07,330.7,-30.6,1.5,-86.85,83.92237961
11 - open_in_urban,109.92,Site7_1,596216.91,5633488.93,596285,5633560,44,15,0,6,8,65,6,3300,0.1,0.1,223.8,-7.8,1.5,-75.51,98.42353885
19 - high_buildings,111.06,Site3_1,595774.83,5633884.13,595725,5633943,45,15,0,2,8,65,6,3300,0.01,0.01,139.7,-12.8,1.5,-77.58,77.12785359
11 - open_in_urban,117.44,Site7_2,596216.91,5633488.93,596333,5633517,45,30,120,7,8,65,6,3300,0.14,0.14,256.4,-13.4,1.5,-87.77,119.4353926
1 - open,110.18,Site4_2,596192.35,5634069.44,596239,5634062,44,14,120,6,8,65,6,3300,0.1,0.1,278.5,-14.7,1.5,-76.54,47.23956075
22 - grass,116.74,Site6_2,595864.14,5633631.83,595925,5633670,48,18,120,2,8,65,6,3300,0.01,0.01,238.1,-12.9,1.5,-89.43,71.83932419
7 - dense_urban,123.46,Site1_1,595522.53,5634212.34,595452,5634289,47,20,0,2,8,65,6,3300,0.01,0.01,137.3,-4.6,1.5,-88.97,104.1692685
1 - open,121.04,Site2_1,595886.47,5634321.74,595977,5634365,43,14,0,4,8,65,6,3300,0.05,0.05,244.7,-17.4,1.5,-90.68,100.3349814
11 - open_in_urban,91.51,Site6_1,595864.14,5633631.83,595909,5633690,43,14,0,9,8,65,6,3300,0.23,0.23,217.8,-9.7,1.5,-59.23,73.4586176
22 - grass,121.09,Site4_2,596192.35,5634069.44,596190,5634019,44,14,120,6,8,65,6,3300,0.1,0.1,2.3,-1.7,1.5,-86.26,50.49471359
1 - open,79.44,Site5_1,596165.56,5633716.67,596155,5633730,49,30,0,7,8,65,6,3300,0.14,0.14,139.8,-59.1,1.5,-54.12,17.00595484
19 - high_buildings,86.78,Site8_3,595922.19,5634056.05,595791,5633943,43,16,240,0,8,65,6,3300,0,0,49.2,3.5,1.5,-52.36,173.1794405
7 - dense_urban,112.26,Site4_3,596192.35,5634069.44,596162,5634039,43,10,240,4,8,65,6,3300,0.05,0.05,45,15.2,1.5,-85.32,42.98506834
1 - open,112.23,Site7_3,596216.91,5633488.93,596111,5633486,47,23,240,3,8,65,6,3300,0.03,0.03,88.4,-9.9,1.5,-78.77,105.9505215
19 - high_buildings,123.61,Site6_3,595864.14,5633631.83,595783,5633590,43,20,240,4,8,65,6,3300,0.05,0.05,62.6,0.3,1.5,-90.97,91.28772371
1 - open,129.13,Site6_3,595864.14,5633631.83,595754,5633656,43,20,240,4,8,65,6,3300,0.05,0.05,102.3,-9.3,1.5,-95.28,112.7608465
11 - open_in_urban,110.16,Site7_1,596216.91,5633488.93,596323,5633530,44,15,0,6,8,65,6,3300,0.1,0.1,248.9,-6.8,1.5,-75.86,113.7621774
1 - open,107.89,Site5_3,596165.56,5633716.67,596183,5633687,47,13,240,8,8,65,6,3300,0.18,0.18,330.5,-18.4,1.5,-83.46,34.41602098
7 - dense_urban,101.87,Site1_3,595522.53,5634212.34,595453,5634266,48,13,240,1,8,65,6,3300,0,0,127.6,5.5,1.5,-68.77,87.82833541
1 - open,113.89,Site5_2,596165.56,5633716.67,596192,5633673,49,28,120,8,8,65,6,3300,0.18,0.18,329.4,-14.8,1.5,-79.91,51.05039177
22 - grass,106.26,Site7_1,596216.91,5633488.93,596204,5633561,44,15,0,6,8,65,6,3300,0.1,0.1,169.8,-10.5,1.5,-72.06,73.21716329
19 - high_buildings,116.94,Site1_3,595522.53,5634212.34,595425,5634108,48,13,240,1,8,65,6,3300,0,0,43.3,5.4,1.5,-83.65,142.8248455
1 - open,76.18,Site6_1,595864.14,5633631.83,595869,5633644,43,14,0,9,8,65,6,3300,0.23,0.23,202.6,-43.9,1.5,-46.87,13.10452212
7 - dense_urban,114.37,Site2_3,595886.47,5634321.74,595749,5634148,44,20,240,5,8,65,6,3300,0.07,0.07,38.2,-4.5,1.5,-79.71,221.5481629
7 - dense_urban,105.75,Site5_1,596165.56,5633716.67,596141,5633769,49,30,0,7,8,65,6,3300,0.14,0.14,154.3,-2.5,1.5,-71.4,57.80676863
7 - dense_urban,116.3,Site1_2,595522.53,5634212.34,595542,5634070,43,15,146,3,8,65,6,3300,0.03,0.03,352.4,3.4,1.5,-82.82,143.6654325
7 - dense_urban,118.63,Site2_1,595886.47,5634321.74,595897,5634435,43,14,0,4,8,65,6,3300,0.05,0.05,185.6,-8.3,1.5,-85.2,113.7484439
1 - open,119.85,Site8_1,595922.19,5634056.05,595826,5634195,46,22,0,2,8,65,6,3300,0.01,0.01,145.4,-9.6,1.5,-87.52,168.995913
1 - open,113.63,Site1_2,595522.53,5634212.34,595605,5634046,43,15,146,3,8,65,6,3300,0.03,0.03,333.7,1.7,1.5,-80.15,185.6617799
19 - high_buildings,125.55,Site6_3,595864.14,5633631.83,595784,5633626,43,20,240,4,8,65,6,3300,0.05,0.05,85.7,9.6,1.5,-93.9,80.35177969
19 - high_buildings,99.89,Site7_2,596216.91,5633488.93,596286,5633525,45,30,120,7,8,65,6,3300,0.14,0.14,242.4,-1.8,1.5,-71.65,77.93890556
22 - grass,121.62,Site7_3,596216.91,5633488.93,596105,5633450,47,23,240,3,8,65,6,3300,0.03,0.03,70.8,-10.3,1.5,-87.83,118.4879445
19 - high_buildings,110.42,Site3_2,595774.83,5633884.13,595780,5633766,49,30,120,5,8,65,6,3300,0.07,0.07,357.6,-11.7,1.5,-75.82,118.2430793
11 - open_in_urban,121.29,Site8_2,595922.19,5634056.05,596110,5633835,49,21,120,1,8,65,6,3300,0,0,319.6,-5.4,1.5,-86.4,290.0615428
7 - dense_urban,127.14,Site1_3,595522.53,5634212.34,595359,5634116,48,13,240,1,8,65,6,3300,0,0,59.7,1.4,1.5,-95.64,189.7984628
1 - open,108.85,Site4_2,596192.35,5634069.44,596236,5634071,44,14,120,6,8,65,6,3300,0.1,0.1,267.4,-15.8,1.5,-77.07,43.67786739
15 - dense_residential,110.18,Site4_3,596192.35,5634069.44,596141,5634025,43,10,240,4,8,65,6,3300,0.05,0.05,49.2,-3.8,1.5,-75.59,67.90976439
19 - high_buildings,108.93,Site6_1,595864.14,5633631.83,595846,5633686,43,14,0,9,8,65,6,3300,0.23,0.23,161.6,16.2,1.5,-81.28,57.12660063
9 - commercial_industrial,93.24,Site8_1,595922.19,5634056.05,595938,5634114,46,22,0,2,8,65,6,3300,0.01,0.01,195.4,-20.5,1.5,-65.68,60.06794986
11 - open_in_urban,115.19,Site7_1,596216.91,5633488.93,596209,5633551,44,15,0,6,8,65,6,3300,0.1,0.1,172.6,-12.2,1.5,-81.71,62.57198255
11 - open_in_urban,104.36,Site4_1,596192.35,5634069.44,596158,5634125,41,18,0,2,8,65,6,3300,0.01,0.01,148.7,-14.1,1.5,-72.28,65.32102341
19 - high_buildings,122.35,Site5_2,596165.56,5633716.67,596186,5633669,49,28,120,8,8,65,6,3300,0.18,0.18,337.4,-0.6,1.5,-89.99,51.86735486
19 - high_buildings,104.97,Site6_3,595864.14,5633631.83,595794,5633643,43,20,240,4,8,65,6,3300,0.05,0.05,98.9,5.2,1.5,-71.9,71.02385867
12 - parks_in_urban,119.97,Site7_3,596216.91,5633488.93,596224,5633449,47,23,240,3,8,65,6,3300,0.03,0.03,350.1,-9.1,1.5,-86.41,40.55456818
19 - high_buildings,116.09,Site2_2,595886.47,5634321.74,596020,5634278,43,18,120,2,8,65,6,3300,0.01,0.01,288.2,-0.6,1.5,-81.42,140.5113821
19 - high_buildings,128.03,Site1_2,595522.53,5634212.34,595726,5633854,43,15,146,3,8,65,6,3300,0.03,0.03,330.4,3.3,1.5,-95.62,412.077173
1 - open,106.99,Site4_1,596192.35,5634069.44,596172,5634187,41,18,0,2,8,65,6,3300,0.01,0.01,170.4,-7.8,1.5,-72.76,119.3083237
19 - high_buildings,103.94,Site3_1,595774.83,5633884.13,595744,5633904,45,15,0,2,8,65,6,3300,0.01,0.01,122.8,-20.1,1.5,-72.83,36.67841054
11 - open_in_urban,100.24,Site4_3,596192.35,5634069.44,596182,5634019,43,10,240,4,8,65,6,3300,0.05,0.05,11.3,-9.5,1.5,-66.04,51.49093221
7 - dense_urban,117.34,Site6_1,595864.14,5633631.83,595943,5633741,43,14,0,9,8,65,6,3300,0.23,0.23,215.9,1.1,1.5,-85.09,134.673637
19 - high_buildings,122.38,Site5_3,596165.56,5633716.67,596036,5633701,47,13,240,8,8,65,6,3300,0.18,0.18,83,8,1.5,-89.65,130.5041858
7 - dense_urban,106.3,Site4_3,596192.35,5634069.44,596159,5634023,43,10,240,4,8,65,6,3300,0.05,0.05,35.7,-8.5,1.5,-71.93,57.17426082
1 - open,108.62,Site3_3,595774.83,5633884.13,595729,5633859,49,17,240,3,8,65,6,3300,0.03,0.03,61.5,-35.6,1.5,-81.31,52.26763626
1 - open,117.29,Site6_2,595864.14,5633631.83,595974,5633688,48,18,120,2,8,65,6,3300,0.01,0.01,243,-7.6,1.5,-89.51,123.3867436
1 - open,123.44,Site1_2,595522.53,5634212.34,595729,5634100,43,15,146,3,8,65,6,3300,0.03,0.03,298.5,-3.8,1.5,-89.08,235.0534758
15 - dense_residential,113.39,Site7_1,596216.91,5633488.93,596236,5633540,44,15,0,6,8,65,6,3300,0.1,0.1,200.4,-3.7,1.5,-78.5,54.52130776
19 - high_buildings,106.37,Site8_1,595922.19,5634056.05,595991,5634189,46,22,0,2,8,65,6,3300,0.01,0.01,207.4,2.1,1.5,-72.24,149.7014315
19 - high_buildings,106.41,Site3_1,595774.83,5633884.13,595746,5633918,45,15,0,2,8,65,6,3300,0.01,0.01,139.5,-16.8,1.5,-74.11,44.47859935
19 - high_buildings,110.05,Site3_1,595774.83,5633884.13,595766,5633943,45,15,0,2,8,65,6,3300,0.01,0.01,171.3,-12.7,1.5,-76.4,59.52852929
1 - open,107.9,Site3_2,595774.83,5633884.13,595805,5633892,49,30,120,5,8,65,6,3300,0.07,0.07,255.1,-63.2,1.5,-82.55,31.17957344
7 - dense_urban,98.43,Site6_2,595864.14,5633631.83,595872,5633605,48,18,120,2,8,65,6,3300,0.01,0.01,343.5,11.1,1.5,-69.81,27.95761971
7 - dense_urban,126.43,Site1_3,595522.53,5634212.34,595352,5634202,48,13,240,1,8,65,6,3300,0,0,86.7,3.5,1.5,-93.05,170.8431927
1 - open,83.79,Site8_2,595922.19,5634056.05,595981,5634055,49,21,120,1,8,65,6,3300,0,0,271,-25,1.5,-56.09,58.81937266
19 - high_buildings,112.37,Site3_1,595774.83,5633884.13,595786,5633924,45,15,0,2,8,65,6,3300,0.01,0.01,195.4,-18,1.5,-79.74,41.40514219
1 - open,98.88,Site4_3,596192.35,5634069.44,596188,5634026,43,10,240,4,8,65,6,3300,0.05,0.05,5.3,-11.1,1.5,-65.08,43.65725713
19 - high_buildings,124.72,Site3_1,595774.83,5633884.13,595710,5633908,45,15,0,2,8,65,6,3300,0.01,0.01,110.3,-11,1.5,-90.75,69.08477256
19 - high_buildings,111.92,Site3_1,595774.83,5633884.13,595752,5633909,45,15,0,2,8,65,6,3300,0.01,0.01,137.4,-21.7,1.5,-82.07,33.75982524
7 - dense_urban,112.89,Site7_2,596216.91,5633488.93,596289,5633507,45,30,120,7,8,65,6,3300,0.14,0.14,256,-2.7,1.5,-83.3,74.32020587
7 - dense_urban,117.69,Site1_3,595522.53,5634212.34,595437,5634129,48,13,240,1,8,65,6,3300,0,0,46,2.2,1.5,-83.59,119.419163
7 - dense_urban,123.08,Site5_2,596165.56,5633716.67,596193,5633659,49,28,120,8,8,65,6,3300,0.18,0.18,335,-3.1,1.5,-90.54,63.86534663
15 - dense_residential,111.31,Site8_2,595922.19,5634056.05,596010,5633899,49,21,120,1,8,65,6,3300,0,0,330.7,-7.4,1.5,-77.77,179.9313719
19 - high_buildings,107.21,Site3_1,595774.83,5633884.13,595785,5633939,45,15,0,2,8,65,6,3300,0.01,0.01,190.3,-39.8,1.5,-78.07,55.80453207
7 - dense_urban,122.43,Site5_3,596165.56,5633716.67,596056,5633681,47,13,240,8,8,65,6,3300,0.18,0.18,71.9,5.7,1.5,-89.04,115.2204083
19 - high_buildings,123.45,Site1_2,595522.53,5634212.34,595464,5634094,43,15,146,3,8,65,6,3300,0.03,0.03,26.6,-4.1,1.5,-88.56,132.0231665
7 - dense_urban,93.99,Site4_1,596192.35,5634069.44,596198,5634091,41,18,0,2,8,65,6,3300,0.01,0.01,195.3,3.8,1.5,-59.95,22.28802593
11 - open_in_urban,107.84,Site2_2,595886.47,5634321.74,595935,5634350,43,18,120,2,8,65,6,3300,0.01,0.01,240.3,-32.2,1.5,-78.7,56.1586013
11 - open_in_urban,108.5,Site7_2,596216.91,5633488.93,596308,5633503,45,30,120,7,8,65,6,3300,0.14,0.14,261.3,-17.2,1.5,-77.8,92.17023923
1 - open,101.78,Site7_1,596216.91,5633488.93,596272,5633534,44,15,0,6,8,65,6,3300,0.1,0.1,230.7,-10.8,1.5,-67.54,71.17733488
1 - open,112.37,Site7_3,596216.91,5633488.93,596228,5633418,47,23,240,3,8,65,6,3300,0.03,0.03,351.2,-16.7,1.5,-82.13,71.79173351
11 - open_in_urban,95.41,Site6_2,595864.14,5633631.83,595898,5633638,48,18,120,2,8,65,6,3300,0.01,0.01,260,-25.5,1.5,-70.35,34.41756092
19 - high_buildings,130.7,Site1_2,595522.53,5634212.34,595567,5633958,43,15,146,3,8,65,6,3300,0.03,0.03,350.2,2.6,1.5,-96.8,258.1984053
7 - dense_urban,117.72,Site2_1,595886.47,5634321.74,595856,5634387,43,14,0,4,8,65,6,3300,0.05,0.05,155.2,-13,1.5,-84.37,72.02283318
11 - open_in_urban,113.17,Site8_3,595922.19,5634056.05,595799,5633758,43,16,240,0,8,65,6,3300,0,0,22.4,-4,1.5,-79.53,322.5051606
11 - open_in_urban,88.94,Site8_2,595922.19,5634056.05,596121,5633995,49,21,120,1,8,65,6,3300,0,0,287,-7.5,1.5,-54.43,207.9723986
7 - dense_urban,104.23,Site6_3,595864.14,5633631.83,595827,5633615,43,20,240,4,8,65,6,3300,0.05,0.05,65.3,-0.7,1.5,-70.73,40.77534181
19 - high_buildings,118.16,Site5_1,596165.56,5633716.67,596185,5633673,49,30,0,7,8,65,6,3300,0.14,0.14,336.6,-3,1.5,-84.77,47.80149056
1 - open,103.03,Site5_1,596165.56,5633716.67,596147,5633755,49,30,0,7,8,65,6,3300,0.14,0.14,153.4,-33.9,1.5,-75.31,42.5871166
7 - dense_urban,104.2,Site2_1,595886.47,5634321.74,595841,5634411,43,14,0,4,8,65,6,3300,0.05,0.05,153.2,-8.8,1.5,-70.15,100.1741908
1 - open,110.02,Site5_3,596165.56,5633716.67,596130,5633596,47,13,240,8,8,65,6,3300,0.18,0.18,16.6,-5.2,1.5,-80.03,125.8004869
19 - high_buildings,91.71,Site8_3,595922.19,5634056.05,595653,5634119,43,16,240,0,8,65,6,3300,0,0,103.2,0.7,1.5,-57.14,276.4524527
7 - dense_urban,96.35,Site6_2,595864.14,5633631.83,595883,5633621,48,18,120,2,8,65,6,3300,0.01,0.01,300.1,14.1,1.5,-66.53,21.74829878
19 - high_buildings,114.19,Site5_1,596165.56,5633716.67,596180,5633671,49,30,0,7,8,65,6,3300,0.14,0.14,343.1,-3,1.5,-80.66,47.89846031
1 - open,112.75,Site4_1,596192.35,5634069.44,596049,5634241,41,18,0,2,8,65,6,3300,0.01,0.01,140.3,-2.4,1.5,-78.58,223.5666704
19 - high_buildings,111.3,Site3_1,595774.83,5633884.13,595777,5633918,45,15,0,2,8,65,6,3300,0.01,0.01,183.4,-14,1.5,-79.07,33.93944313
22 - grass,116.36,Site7_1,596216.91,5633488.93,596070,5633658,44,15,0,6,8,65,6,3300,0.1,0.1,139,-3.4,1.5,-82.03,223.9803853
15 - dense_residential,115.13,Site7_2,596216.91,5633488.93,596215,5633361,45,30,120,7,8,65,6,3300,0.14,0.14,0.9,-11.3,1.5,-86.99,127.9442574
15 - dense_residential,126.36,Site1_1,595522.53,5634212.34,595414,5634342,47,20,0,2,8,65,6,3300,0.01,0.01,140,-3.9,1.5,-92.2,169.0871861
7 - dense_urban,124.74,Site2_3,595886.47,5634321.74,595669,5634011,44,20,240,5,8,65,6,3300,0.07,0.07,34.9,-3.2,1.5,-90.52,379.278985
11 - open_in_urban,121.57,Site2_2,595886.47,5634321.74,596087,5634273,43,18,120,2,8,65,6,3300,0.01,0.01,283.7,-9.7,1.5,-87.51,206.3682837
11 - open_in_urban,110.94,Site5_3,596165.56,5633716.67,596053,5633631,47,13,240,8,8,65,6,3300,0.18,0.18,52.7,-4.6,1.5,-76.89,141.4535348
7 - dense_urban,121.83,Site4_2,596192.35,5634069.44,596183,5633958,44,14,120,6,8,65,6,3300,0.1,0.1,4.6,5.4,1.5,-88.05,111.8315523
